PassengerId,Survived
892,0.0026557509893771238
893,0.319163604453234
894,-0.014192665396888186
895,0.14165076477773184
896,0.3955418355216298
897,0.04835982235600808
898,0.32467319621776886
899,0.18906525944726235
900,0.7903270824834632
901,0.06842194934723331
902,0.14221186211394563
903,0.3957380103608438
904,0.9445669523372004
905,-0.05100261138507928
906,0.9169337242262953
907,1.1163881381429803
908,0.1782612862109434
909,0.2815880984010684
910,0.10781856426776543
911,0.4534963122195948
912,-0.011097324691451724
913,0.617465130606773
914,1.0890747947084192
915,0.5200211063921959
916,1.05904237297239
917,-0.04575798862568983
918,1.0880070691260222
919,0.26455429471233016
920,0.28299157495381383
921,0.15205782831232947
922,-0.08265699904742417
923,0.17654913775707795
924,0.6137072016054065
925,0.5477380543638536
926,0.654739432722112
927,0.28087114506703803
928,0.5444607985447697
929,0.4913029576635281
930,0.11831397101956703
931,0.3309223127348497
932,-0.1925630836119732
933,0.2171610744685896
934,0.2955347684254705
935,0.9685427150886291
936,0.9618061101170984
937,0.1340824603334344
938,0.3045788239188319
939,0.07683857535349507
940,0.9591251763860088
941,0.5870528019907881
942,0.36034678175382645
943,0.23838185730174397
944,0.8215998269677146
945,0.9335338500943557
946,0.20150815448166134
947,0.305648843976207
948,0.10374117742858728
949,0.2550090094407628
950,-0.011940923480477292
951,1.0152644988121293
952,0.04212576676500138
953,0.10467216833800039
954,0.04168521135577288
955,0.5827758509963853
956,0.47886177389064244
957,0.7550303948469214
958,0.7127159176402834
959,0.4220451568408165
960,0.4777111353809595
961,1.1720508371523772
962,0.5197522933523585
963,0.06080258342561967
964,0.3036236498274609
965,0.5551310906745734
966,1.1309750493150852
967,0.503550229160924
968,0.1435973535073223
969,0.9555660643763589
970,0.09099505351784014
971,0.5197522933523585
972,0.6535181926966122
973,0.13233692594645846
974,0.349444501389052
975,0.14221186211394563
976,0.16788124684368133
977,0.10447426260650225
978,0.42107845141743144
979,0.5935925538839819
980,0.7617524767859221
981,0.845055379782411
982,0.401232518623058
983,0.14112647067218229
984,1.0090904530143336
985,0.1435973535073223
986,0.5737706465312801
987,0.10961826366973261
988,0.9781330407661898
989,0.16842845068247603
990,0.5161075036881633
991,0.08398881451339504
992,0.9888207391624197
993,0.18385562703524502
994,0.07683857535349507
995,0.12366374404226847
996,0.7908713143995532
997,0.11710994628919819
998,0.08821903950317196
999,0.07683857535349507
1000,0.1490704832753618
1001,0.20079828419576262
1002,0.11521863008044886
1003,0.7620925396681261
1004,0.9413426816510031
1005,0.6966074293665565
1006,0.9441285166830353
1007,0.16866197247906953
1008,0.16749727102948006
1009,0.7351924217219422
1010,0.35500134296809677
1011,1.038500549805987
1012,1.0429450043842428
1013,0.009177204869615398
1014,1.0078109184118387
1015,0.1392403439132617
1016,0.07683857535349507
1017,0.2429910467874826
1018,0.07201365463383694
1019,0.5751737297662541
1020,0.13050586093501687
1021,0.09812381398194504
1022,0.20026611663674596
1023,0.4384247302379758
1024,0.4260423583781428
1025,0.025560833980495547
1026,0.06452985431269302
1027,0.09721143878955077
1028,0.19364715450365247
1029,0.04552455638736849
1030,0.5497898664585725
1031,-0.12169155605411705
1032,0.19976363963988913
1033,1.0172295658806034
1034,0.05310757808226538
1035,0.0976819938032013
1036,0.4124154900297699
1037,-0.023745840115767445
1038,0.27877857665200434
1039,0.12295620543112629
1040,0.34162121189722533
1041,0.08537657707947982
1042,1.0607689414029495
1043,0.18744697264930235
1044,-0.00959512054443432
1045,0.41655794845722477
1046,0.20176191794762408
1047,0.12876148335649948
1048,0.9158287402360326
1049,0.4503753465386523
1050,0.2744168149871469
1051,0.6307742510439546
1052,0.761557988767675
1053,0.6420418394853967
1054,0.8129014798413042
1055,0.13378113745625717
1056,0.10731817626082427
1057,0.4217138522582344
1058,0.2277151573660793
1059,0.08065821725929598
1060,1.2109398174661068
1061,0.4715249312069114
1062,0.1612541758813402
1063,0.1832901135865448
1064,0.014382453174900247
1065,0.1780226063120356
1066,0.014311206065290596
1067,0.8407820398399745
1068,0.8686431724422563
1069,0.31443527224251466
1070,0.7889602223467572
1071,0.9738649882750882
1072,0.09099505351784014
1073,0.4326384408231511
1074,1.1159085626942786
1075,0.07683857535349507
1076,0.9924856382868149
1077,0.14517469183300916
1078,0.7848804512593698
1079,0.14114998321680575
1080,0.005659535311730714
1081,0.1279912290205725
1082,0.12587456171838388
1083,0.3381552949003584
1084,0.28196644190724934
1085,0.0034352232152219074
1086,0.7490862892758875
1087,0.11578703304042355
1088,1.1767276768429742
1089,0.566910970179182
1090,0.15944613936206833
1091,0.5665038491831075
1092,0.8159556368546218
1093,0.3372104257125353
1094,0.42905597830210146
1095,0.9757472738321422
1096,0.14957339225827326
1097,-0.035293347392919255
1098,0.1690672165797253
1099,0.027191432849028623
1100,0.9947715806873448
1101,0.11000515369637728
1102,0.15952873936437648
1103,0.16316721467315234
1104,0.0654087416656623
1105,0.6856212506854974
1106,-0.024434832533045656
1107,0.2551027134114431
1108,0.7632571385797845
1109,0.34978008314344616
1110,1.1267078384021973
1111,0.1435973535073223
1112,0.6718260056928013
1113,0.06162536120593669
1114,1.0692823250354981
1115,0.06026900509856589
1116,0.9097530695037815
1117,0.40135490226298903
1118,0.0844764825869854
1119,0.7617524767859221
1120,0.294110632665528
1121,0.12107022945562951
1122,0.10185913667538045
1123,1.2342963885285738
1124,0.050115214519370926
1125,0.07804453217494882
1126,0.4442948212047454
1127,0.05185349396918541
1128,0.15331636545786517
1129,0.2816540588741333
1130,0.8804019328039273
1131,1.043101532085275
1132,1.210256279248498
1133,0.8125363545982504
1134,0.29572304390946835
1135,0.14213728637746686
1136,0.5822449086719018
1137,0.4413890840277588
1138,0.99627812899345
1139,0.06538893951563525
1140,0.8432223083981348
1141,0.39336401178701935
1142,0.9605736237363377
1143,0.12608482650896607
1144,0.5069693667163927
1145,0.10406497011219339
1146,0.13077998489062995
1147,0.16045481644861662
1148,0.11336653356593693
1149,0.14499353309690416
1150,0.9070023109295208
1151,0.060158020806538634
1152,-0.009076814182575225
1153,0.06058061484156535
1154,0.8389219110819559
1155,0.4947135777796157
1156,0.1484241762109447
1157,0.14221186211394563
1158,0.14164053870398358
1159,0.16045481644861662
1160,0.6210823640798145
1161,0.045945044650989295
1162,0.28997449926340985
1163,0.07683857535349507
1164,1.0030098849235838
1165,0.5867589239308194
1166,0.17796676898958172
1167,0.812841884243141
1168,0.17808810673038028
1169,0.08226456348085365
1170,0.16847415404862537
1171,0.1343311428573884
1172,0.4513916397435602
1173,0.5754303128669449
1174,0.7617524767859221
1175,0.5904410719033909
1176,0.44372885312956384
1177,0.06065079387355715
1178,0.1623155003318169
1179,0.26965212775764286
1180,-0.04024254878233449
1181,0.09460237777204848
1182,0.3083379810437884
1183,0.3247580727129304
1184,0.1780226063120356
1185,0.43104181590308405
1186,0.10864691609535986
1187,0.12422503024966204
1188,1.1369827714259069
1189,0.15205782831232947
1190,0.37772119706499396
1191,0.14140355295793838
1192,0.12279384214319931
1193,-0.04858914204778944
1194,0.011859385645650474
1195,0.10097789878961341
1196,0.7617524767859221
1197,0.9441299457471192
1198,0.24044075765655182
1199,0.34822356300571417
1200,0.42384055935867343
1201,0.3451639404408338
1202,0.046361047458577984
1203,0.2700082397934368
1204,0.18645941132033608
1205,0.1130906302113644
1206,0.9509817887810487
1207,0.6870646316513511
1208,0.0548562315020486
1209,0.008765190571447003
1210,0.13755294831065742
1211,0.18477147139953276
1212,0.12366374404226847
1213,0.1754733640775695
1214,0.27258235804005665
1215,0.40805772116514977
1216,1.0194131631086023
1217,0.12575339341490924
1218,0.9410560179099826
1219,0.11014739004388904
1220,0.16868182830667192
1221,0.010321085720263409
1222,0.7558416983934847
1223,0.3941728159297249
1224,0.17796676898958172
1225,0.7555158268824892
1226,0.13776384669619537
1227,0.4089487723692648
1228,0.10291740646268997
1229,-0.21545029798207274
1230,0.10519749532632858
1231,0.8310481910594242
1232,0.19011439466573118
1233,0.12145905315476418
1234,-0.06786274148098961
1235,1.3978268511338054
1236,0.3549868797602403
1237,0.6242369150962361
1238,0.04552455638736849
1239,0.5621732798725668
1240,0.029596267044114093
1241,0.8041993113945938
1242,1.0551869094819373
1243,0.08264810496678318
1244,0.05688305795229548
1245,0.07162087340895068
1246,0.4676503411804111
1247,0.20842926741529152
1248,0.9563409237180669
1249,0.14206271064098805
1250,0.07683857535349507
1251,0.41113299062991443
1252,0.18999821523168395
1253,1.0920283021843586
1254,0.9891631594714744
1255,0.14165076477773184
1256,1.1057106854627765
1257,0.3239790132373342
1258,0.10450963189245363
1259,0.561402324371755
1260,1.0752582106462705
1261,0.2370285374237911
1262,0.2257989759460522
1263,1.014601505642034
1264,0.2910182908625702
1265,0.12069491641030737
1266,0.9661460086316275
1267,0.8126273753598491
1268,0.15415815250022233
1269,0.010814025903600349
1270,0.1912891082563409
1271,0.25088738255188847
1272,0.07683857535349507
1273,0.0819441771804881
1274,0.6210504650104463
1275,0.4295950799879112
1276,0.20130935347735437
1277,0.6404462429040119
1278,0.09684238814993057
1279,0.11091148798777917
1280,0.08804940177000474
1281,0.268471991744838
1282,0.3207475093686594
1283,0.9775142034645036
1284,0.44573716869109775
1285,0.24391911501269384
1286,-0.028201015055334098
1287,1.0771802148965102
1288,0.09500102998226442
1289,0.9773896812455319
1290,0.07191673224363355
1291,0.04966098914319009
1292,0.9439164723592239
1293,0.10287050915418813
1294,1.3522914150768697
1295,0.2099960464811423
1296,0.46830803735617743
1297,0.47173053445453056
1298,0.21879664952283887
1299,0.3178211591902047
1300,0.7614124139037176
1301,0.475589470135233
1302,0.7617524767859221
1303,0.9345554578707466
1304,0.3259554452735175
1305,0.09460237777204848
1306,1.0727999590620798
1307,0.2826935008338702
1308,0.1435973535073223
1309,0.6870429303900403
